team_id;match_id;data;league_name;league_tier;radiant_team;dire_team;time_lado;time_venceu;radiant_kills;dire_kills;torres_destruidas_radiant;torres_destruidas_dire;barracks_destruidas_radiant;barracks_destruidas_dire;roshans_radiant;roshans_dire;duration_min
7732977;8334406829;14/06/2025;Road To The International 2025 - Regional Qualifiers Southeast Asia;professional;BOOM Esports;Team Nemesis;Radiant;FALSO;5;25;4;7;0;2;1;0;361
7732977;8334221847;14/06/2025;Road To The International 2025 - Regional Qualifiers Southeast Asia;professional;BOOM Esports;Team Nemesis;Radiant;FALSO;8;25;3;7;0;4;0;1;323
7732977;8334298178;14/06/2025;Road To The International 2025 - Regional Qualifiers Southeast Asia;professional;Team Nemesis;BOOM Esports;Dire;VERDADEIRO;17;26;5;11;0;6;0;3;503
9651185;8344225364;21/06/2025;PGL Wallachia 2025 Season 5;professional;Team Spirit;Wildcard;Dire;FALSO;30;5;10;1;4;0;1;0;319
9651185;8344143132;21/06/2025;PGL Wallachia 2025 Season 5;professional;Team Spirit;Wildcard;Dire;FALSO;25;11;6;1;2;0;2;0;296
9651185;8344053978;21/06/2025;PGL Wallachia 2025 Season 5;professional;Team Spirit;Wildcard;Dire;VERDADEIRO;18;36;4;9;0;6;0;2;419
2163;8343820821;21/06/2025;PGL Wallachia 2025 Season 5;professional;HEROIC;Team Liquid;Dire;VERDADEIRO;24;25;4;11;0;4;1;1;421
9303484;8343936640;21/06/2025;PGL Wallachia 2025 Season 5;professional;Team Liquid;HEROIC;Dire;FALSO;50;23;11;2;6;0;2;0;406
9303484;8343705315;21/06/2025;PGL Wallachia 2025 Season 5;professional;Team Liquid;HEROIC;Dire;VERDADEIRO;22;40;5;9;0;2;0;3;494
7554697;8344105841;21/06/2025;PGL Wallachia 2025 Season 5;professional;Nigma Galaxy;Natus Vincere;Radiant;VERDADEIRO;20;4;8;3;3;0;1;0;291
36;8344181922;21/06/2025;PGL Wallachia 2025 Season 5;professional;Natus Vincere;Nigma Galaxy;Radiant;VERDADEIRO;46;38;11;4;6;0;4;0;556
9651185;8345336921;22/06/2025;PGL Wallachia 2025 Season 5;professional;HEROIC;Wildcard;Dire;VERDADEIRO;23;33;3;7;0;0;0;1;364
9651185;8345245687;22/06/2025;PGL Wallachia 2025 Season 5;professional;HEROIC;Wildcard;Dire;FALSO;23;4;8;2;4;0;1;0;316
9651185;8345140225;22/06/2025;PGL Wallachia 2025 Season 5;professional;HEROIC;Wildcard;Dire;VERDADEIRO;17;33;5;11;0;6;1;2;498
9467224;8345339046;22/06/2025;PGL Wallachia 2025 Season 5;professional;Aurora Gaming;Xtreme Gaming;Radiant;VERDADEIRO;30;13;7;4;4;0;1;0;332
2163;8345062950;22/06/2025;PGL Wallachia 2025 Season 5;professional;Natus Vincere;Team Liquid;Dire;VERDADEIRO;21;54;3;11;0;5;1;1;440
36;8345152574;22/06/2025;PGL Wallachia 2025 Season 5;professional;Team Liquid;Natus Vincere;Dire;VERDADEIRO;25;34;1;11;0;6;0;1;330
36;8344986665;22/06/2025;PGL Wallachia 2025 Season 5;professional;Team Liquid;Natus Vincere;Dire;VERDADEIRO;12;33;2;9;0;4;0;2;364
9651185;8346288794;23/06/2025;PGL Wallachia 2025 Season 5;professional;Wildcard;Team Tidebound;Radiant;FALSO;15;16;3;9;0;6;0;2;375
9651185;8346334592;23/06/2025;PGL Wallachia 2025 Season 5;professional;Team Tidebound;Wildcard;Dire;FALSO;25;3;8;3;2;0;2;0;294
8261500;8346321736;23/06/2025;PGL Wallachia 2025 Season 5;professional;BB Team;Xtreme Gaming;Dire;FALSO;34;21;11;2;1;0;2;0;430
36;8346781135;23/06/2025;PGL Wallachia 2025 Season 5;professional;Natus Vincere;Team Spirit;Radiant;FALSO;16;40;3;9;0;6;1;1;345
36;8346867930;23/06/2025;PGL Wallachia 2025 Season 5;professional;Team Spirit;Natus Vincere;Dire;FALSO;45;44;6;11;2;6;2;2;561
36;8346674422;23/06/2025;PGL Wallachia 2025 Season 5;professional;Team Spirit;Natus Vincere;Dire;VERDADEIRO;22;35;4;11;0;6;1;2;494
9467224;8347555793;24/06/2025;PGL Wallachia 2025 Season 5;professional;Aurora Gaming;Tundra Esports;Radiant;VERDADEIRO;29;21;8;4;3;0;0;1;348
2163;8347812621;24/06/2025;PGL Wallachia 2025 Season 5;professional;Team Tidebound;Team Liquid;Dire;VERDADEIRO;37;23;8;10;0;4;3;1;545
2163;8347728041;24/06/2025;PGL Wallachia 2025 Season 5;professional;Team Tidebound;Team Liquid;Dire;VERDADEIRO;28;30;8;7;2;2;3;1;540
8261500;8347641930;24/06/2025;PGL Wallachia 2025 Season 5;professional;Nigma Galaxy;Xtreme Gaming;Dire;VERDADEIRO;50;36;9;11;3;6;2;2;656
36;8348169109;24/06/2025;PGL Wallachia 2025 Season 5;professional;Natus Vincere;BB Team;Radiant;VERDADEIRO;34;12;8;1;4;0;1;0;331
36;8348061758;24/06/2025;PGL Wallachia 2025 Season 5;professional;Natus Vincere;BB Team;Radiant;FALSO;39;28;11;8;6;0;3;0;507
36;8347930251;24/06/2025;PGL Wallachia 2025 Season 5;professional;Natus Vincere;BB Team;Radiant;VERDADEIRO;40;31;8;6;2;2;4;0;614
9651185;8348928549;25/06/2025;PGL Wallachia 2025 Season 5;professional;Tundra Esports;Wildcard;Dire;FALSO;38;11;8;1;2;0;2;0;341
9651185;8348856467;25/06/2025;PGL Wallachia 2025 Season 5;professional;Tundra Esports;Wildcard;Dire;VERDADEIRO;30;31;9;11;3;1;3;1;600
9651185;8348814462;25/06/2025;PGL Wallachia 2025 Season 5;professional;Tundra Esports;Wildcard;Dire;FALSO;27;15;9;3;6;0;2;0;371
8261500;8349062942;25/06/2025;PGL Wallachia 2025 Season 5;professional;HEROIC;Xtreme Gaming;Dire;VERDADEIRO;28;37;8;11;1;6;2;2;614
9303484;8348987197;25/06/2025;PGL Wallachia 2025 Season 5;professional;Xtreme Gaming;HEROIC;Dire;FALSO;39;33;11;4;6;0;2;0;445
8255888;8349178884;25/06/2025;PGL Wallachia 2025 Season 5;professional;BB Team;Team Tidebound;Radiant;VERDADEIRO;40;17;9;3;4;0;2;0;409
8261500;8350256686;26/06/2025;PGL Wallachia 2025 Season 5;professional;Natus Vincere;Xtreme Gaming;Dire;FALSO;27;20;8;3;2;0;2;0;390
36;8350406925;26/06/2025;PGL Wallachia 2025 Season 5;professional;Xtreme Gaming;Natus Vincere;Dire;FALSO;32;33;7;10;2;4;3;1;535
36;8350324469;26/06/2025;PGL Wallachia 2025 Season 5;professional;Xtreme Gaming;Natus Vincere;Dire;FALSO;32;22;11;6;6;1;1;1;397
7119388;8350860469;26/06/2025;PGL Wallachia 2025 Season 5;professional;BB Team;Team Spirit;Dire;FALSO;27;11;9;1;6;0;2;0;338
8291895;8350191116;26/06/2025;PGL Wallachia 2025 Season 5;professional;Tundra Esports;Gaimin Gladiators;Radiant;FALSO;13;24;6;8;0;0;1;1;401
8261500;8351671662;27/06/2025;PGL Wallachia 2025 Season 5;professional;Gaimin Gladiators;Xtreme Gaming;Dire;FALSO;23;10;10;4;6;0;1;1;412
36;8351333765;27/06/2025;PGL Wallachia 2025 Season 5;professional;Natus Vincere;Tundra Esports;Radiant;VERDADEIRO;27;21;9;2;6;0;2;0;325
36;8351376797;27/06/2025;PGL Wallachia 2025 Season 5;professional;Tundra Esports;Natus Vincere;Dire;VERDADEIRO;32;42;2;11;0;6;0;2;419
2163;8353058756;28/06/2025;PGL Wallachia 2025 Season 5;professional;Gaimin Gladiators;Team Liquid;Dire;FALSO;36;20;8;3;4;0;0;1;357
8261500;8352677382;28/06/2025;PGL Wallachia 2025 Season 5;professional;Team Spirit;Xtreme Gaming;Dire;FALSO;44;13;10;2;6;0;2;0;439
36;8352883265;28/06/2025;PGL Wallachia 2025 Season 5;professional;Natus Vincere;BB Team;Radiant;FALSO;16;41;4;9;0;1;1;1;347
36;8352813519;28/06/2025;PGL Wallachia 2025 Season 5;professional;Natus Vincere;BB Team;Radiant;FALSO;17;31;2;6;0;2;1;1;409
7119388;8352741566;28/06/2025;PGL Wallachia 2025 Season 5;professional;Xtreme Gaming;Team Spirit;Dire;VERDADEIRO;15;33;3;9;0;4;0;3;444
8599101;8354480694;29/06/2025;PGL Wallachia 2025 Season 5;professional;BB Team;Gaimin Gladiators;Dire;FALSO;41;10;8;1;3;0;2;0;304
8255888;8354699290;29/06/2025;PGL Wallachia 2025 Season 5;professional;Gaimin Gladiators;BB Team;Dire;VERDADEIRO;25;60;9;10;4;4;1;4;652
8255888;8354567282;29/06/2025;PGL Wallachia 2025 Season 5;professional;Gaimin Gladiators;BB Team;Dire;FALSO;32;20;8;8;2;2;2;1;539
8255888;8354382213;29/06/2025;PGL Wallachia 2025 Season 5;professional;Gaimin Gladiators;BB Team;Dire;VERDADEIRO;14;30;2;8;0;4;0;2;400
8255888;8354257768;29/06/2025;PGL Wallachia 2025 Season 5;professional;Team Liquid;BB Team;Dire;VERDADEIRO;10;37;3;9;0;4;0;1;293
8599101;8356968129;01/07/2025;FISSURE Universe Episode 5;professional;Team Tidebound;Gaimin Gladiators;Dire;FALSO;21;6;8;1;4;0;1;0;294
9303484;8357540811;01/07/2025;FISSURE Universe Episode 5;professional;HEROIC;Aurora Gaming;Radiant;VERDADEIRO;55;18;11;2;4;0;3;0;531
9303484;8357451478;01/07/2025;FISSURE Universe Episode 5;professional;HEROIC;Aurora Gaming;Radiant;FALSO;20;30;5;8;0;2;1;2;470
7554697;8356919543;01/07/2025;FISSURE Universe Episode 5;professional;Nigma Galaxy;Aurora Gaming;Radiant;FALSO;31;37;9;8;4;2;3;1;525
7554697;8356842676;01/07/2025;FISSURE Universe Episode 5;professional;Nigma Galaxy;Aurora Gaming;Radiant;VERDADEIRO;45;23;11;6;6;0;4;0;532
8599101;8358152281;02/07/2025;FISSURE Universe Episode 5;professional;Gaimin Gladiators;PVISION;Radiant;FALSO;16;33;3;8;0;4;0;1;332
2163;8358833141;02/07/2025;FISSURE Universe Episode 5;professional;HEROIC;Team Liquid;Dire;VERDADEIRO;19;36;8;11;0;6;0;3;423
9303484;8358161258;02/07/2025;FISSURE Universe Episode 5;professional;HEROIC;Nigma Galaxy;Radiant;VERDADEIRO;40;12;8;1;4;0;1;0;311
9303484;8358768820;02/07/2025;FISSURE Universe Episode 5;professional;Team Liquid;HEROIC;Dire;FALSO;43;23;11;0;6;0;1;0;288
9303484;8358107425;02/07/2025;FISSURE Universe Episode 5;professional;Nigma Galaxy;HEROIC;Dire;VERDADEIRO;22;37;3;5;0;0;0;2;408
9640842;8358663474;02/07/2025;FISSURE Universe Episode 5;professional;PVISION;Team Tidebound;Dire;FALSO;32;23;8;4;4;0;2;1;426
9640842;8358580866;02/07/2025;FISSURE Universe Episode 5;professional;PVISION;Team Tidebound;Dire;FALSO;18;21;8;3;4;0;2;0;361
9467224;8360095741;03/07/2025;FISSURE Universe Episode 5;professional;HEROIC;Aurora Gaming;Dire;VERDADEIRO;34;49;8;11;2;6;3;1;638
9303484;8360037549;03/07/2025;FISSURE Universe Episode 5;professional;HEROIC;Aurora Gaming;Radiant;VERDADEIRO;29;8;8;1;3;0;1;0;233
9303484;8359964297;03/07/2025;FISSURE Universe Episode 5;professional;HEROIC;Aurora Gaming;Radiant;FALSO;13;39;2;8;0;4;0;2;325
9303484;8359558776;03/07/2025;FISSURE Universe Episode 5;professional;HEROIC;Team Tidebound;Radiant;VERDADEIRO;22;16;8;3;4;0;2;1;424
9303484;8359658954;03/07/2025;FISSURE Universe Episode 5;professional;Team Tidebound;HEROIC;Dire;VERDADEIRO;32;36;6;11;2;6;2;3;625
9572001;8359874584;03/07/2025;FISSURE Universe Episode 5;professional;Team Liquid;PVISION;Dire;FALSO;29;9;8;2;2;0;2;0;273
9467224;8360916524;04/07/2025;FISSURE Universe Episode 5;professional;Aurora Gaming;PVISION;Radiant;FALSO;32;29;8;10;2;4;1;3;543
9467224;8360808933;04/07/2025;FISSURE Universe Episode 5;professional;PVISION;Aurora Gaming;Dire;FALSO;22;15;10;5;4;2;2;0;366
9572001;8361323379;04/07/2025;FISSURE Universe Episode 5;professional;Team Liquid;PVISION;Dire;FALSO;29;19;7;3;4;0;2;0;364
9572001;8361247591;04/07/2025;FISSURE Universe Episode 5;professional;Team Liquid;PVISION;Dire;FALSO;31;9;7;0;2;0;1;0;259
9572001;8361154029;04/07/2025;FISSURE Universe Episode 5;professional;Team Liquid;PVISION;Dire;FALSO;21;17;11;3;6;0;3;0;468
8261500;8366137206;08/07/2025;Esports World Cup 2025;professional;Team Spirit;Xtreme Gaming;Dire;FALSO;26;13;9;2;5;0;2;1;470
7119388;8366201264;08/07/2025;Esports World Cup 2025;professional;Xtreme Gaming;Team Spirit;Dire;FALSO;37;23;9;4;6;0;1;1;457
9467224;8367847252;09/07/2025;Esports World Cup 2025;professional;Aurora Gaming;Tundra Esports;Radiant;VERDADEIRO;31;8;10;4;4;0;2;0;362
9467224;8367738011;09/07/2025;Esports World Cup 2025;professional;Aurora Gaming;Tundra Esports;Radiant;FALSO;26;31;7;10;4;3;1;1;473
8599101;8368811646;10/07/2025;Esports World Cup 2025;professional;Gaimin Gladiators;Team Falcons;Radiant;VERDADEIRO;34;9;10;2;4;0;1;0;322
8599101;8368746002;10/07/2025;Esports World Cup 2025;professional;Gaimin Gladiators;Team Falcons;Radiant;FALSO;15;30;2;8;0;3;0;1;322
9467224;8370281197;11/07/2025;Esports World Cup 2025;professional;Aurora Gaming;Tundra Esports;Radiant;VERDADEIRO;28;12;7;3;3;0;1;0;318
9467224;8370455176;11/07/2025;Esports World Cup 2025;professional;Tundra Esports;Aurora Gaming;Dire;VERDADEIRO;27;36;3;11;0;4;0;3;539
9467224;8370366920;11/07/2025;Esports World Cup 2025;professional;Tundra Esports;Aurora Gaming;Dire;FALSO;42;13;10;2;4;0;1;0;393
2163;8369970041;11/07/2025;Esports World Cup 2025;professional;HEROIC;Team Liquid;Dire;VERDADEIRO;19;33;4;8;0;2;1;2;439
9303484;8370052252;11/07/2025;Esports World Cup 2025;professional;Team Liquid;HEROIC;Dire;VERDADEIRO;20;49;3;8;0;2;1;1;441
8599101;8376562101;16/07/2025;Esports World Cup 2025;professional;Gaimin Gladiators;Team Spirit;Radiant;FALSO;11;21;4;7;0;4;0;2;390
8599101;8376447504;16/07/2025;Esports World Cup 2025;professional;Team Spirit;Gaimin Gladiators;Dire;FALSO;36;37;9;9;4;4;0;5;650
2163;8378089737;17/07/2025;Esports World Cup 2025;professional;Team Liquid;Team Falcons;Radiant;FALSO;12;38;2;10;0;6;0;2;392
2163;8377943264;17/07/2025;Esports World Cup 2025;professional;Team Liquid;Team Falcons;Radiant;FALSO;13;30;2;9;0;1;0;2;391
9247354;8379310046;18/07/2025;Esports World Cup 2025;professional;Team Falcons;Tundra Esports;Radiant;VERDADEIRO;50;47;11;5;6;0;3;2;803
8291895;8379168521;18/07/2025;Esports World Cup 2025;professional;Tundra Esports;Team Falcons;Radiant;FALSO;24;25;5;9;0;4;1;1;443
9247354;8380808771;19/07/2025;Esports World Cup 2025;professional;Team Spirit;Team Falcons;Dire;FALSO;48;13;8;2;3;0;2;0;355
7119388;8380698536;19/07/2025;Esports World Cup 2025;professional;Team Spirit;Team Falcons;Radiant;VERDADEIRO;25;9;9;2;6;0;1;1;405
7119388;8380533654;19/07/2025;Esports World Cup 2025;professional;Team Spirit;Team Falcons;Radiant;VERDADEIRO;22;14;9;3;6;0;3;0;397
8599101;8393651518;28/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Yakult Brothers;Gaimin Gladiators;Dire;VERDADEIRO;7;27;3;6;0;2;0;1;319
7732977;8393647341;28/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;BOOM Esports;Tundra Esports;Radiant;FALSO;21;26;5;9;0;4;1;1;392
7732977;8392483273;28/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;BOOM Esports;Nigma Galaxy;Radiant;FALSO;17;30;3;10;0;4;0;2;397
7732977;8392438234;28/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;BOOM Esports;Nigma Galaxy;Radiant;FALSO;14;25;2;9;0;4;0;2;399
9351740;8392421360;28/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Yakult Brothers;Team Tidebound;Radiant;FALSO;5;23;0;7;0;2;0;1;234
9351740;8392385254;28/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Team Tidebound;Yakult Brothers;Dire;FALSO;27;15;7;4;4;0;2;0;304
9572001;8392541266;28/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Xtreme Gaming;PVISION;Dire;FALSO;23;17;9;8;1;3;2;2;582
8599101;8393686593;29/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Gaimin Gladiators;Yakult Brothers;Radiant;VERDADEIRO;16;17;8;5;2;0;0;2;329
7732977;8393728241;29/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Tundra Esports;BOOM Esports;Dire;FALSO;24;10;8;2;4;0;1;0;295
7732977;8393691152;29/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Tundra Esports;BOOM Esports;Dire;VERDADEIRO;13;35;5;11;0;6;1;2;424
8261500;8394236611;29/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Xtreme Gaming;Tundra Esports;Radiant;FALSO;14;30;1;9;0;6;0;2;288
8261500;8394149145;29/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Xtreme Gaming;Tundra Esports;Radiant;VERDADEIRO;34;10;6;5;0;0;1;0;348
8261500;8394056329;29/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Xtreme Gaming;Tundra Esports;Radiant;FALSO;13;25;6;9;2;6;1;1;330
