team_id;match_id;data;league_name;league_tier;radiant_team;dire_team;time_lado;time_venceu;radiant_kills;dire_kills;torres_destruidas_radiant;torres_destruidas_dire;barracks_destruidas_radiant;barracks_destruidas_dire;roshans_radiant;roshans_dire;duration_min
8261500;8393873756;29/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Xtreme Gaming;Nigma Galaxy;Radiant;FALSO;5;30;2;10;0;6;0;2;356
8261500;8393819593;29/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Nigma Galaxy;Xtreme Gaming;Dire;VERDADEIRO;16;25;4;8;0;0;2;0;414
7554697;8393767215;29/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Xtreme Gaming;Nigma Galaxy;Dire;VERDADEIRO;10;48;2;10;0;4;0;2;408
8599101;8395205594;30/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Gaimin Gladiators;Team Tidebound;Radiant;VERDADEIRO;24;21;9;2;6;0;2;0;355
8599101;8395247968;30/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Team Tidebound;Gaimin Gladiators;Dire;FALSO;26;9;9;2;4;0;2;0;372
8599101;8395159337;30/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Team Tidebound;Gaimin Gladiators;Dire;FALSO;28;15;8;2;4;0;2;0;322
7732977;8395166973;30/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Xtreme Gaming;BOOM Esports;Dire;FALSO;25;12;8;4;3;0;3;0;434
7732977;8395122290;30/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Xtreme Gaming;BOOM Esports;Dire;FALSO;24;10;8;3;2;0;2;0;342
7554697;8395269156;30/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Nigma Galaxy;Tundra Esports;Radiant;VERDADEIRO;22;3;8;1;3;0;1;0;213
7554697;8395216971;30/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Tundra Esports;Nigma Galaxy;Dire;VERDADEIRO;16;41;2;6;0;0;0;2;280
9351740;8396708130;31/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Yakult Brothers;Xtreme Gaming;Radiant;FALSO;17;14;5;10;0;4;0;1;300
9351740;8396647993;31/07/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Xtreme Gaming;Yakult Brothers;Dire;FALSO;26;7;7;1;1;0;2;0;292
8599101;8398224091;01/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Gaimin Gladiators;Team Tidebound;Radiant;FALSO;16;32;4;8;0;4;1;2;433
8599101;8398342136;01/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Team Tidebound;Gaimin Gladiators;Dire;FALSO;32;29;8;5;0;0;1;1;478
8261500;8398937779;01/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Xtreme Gaming;Nigma Galaxy;Radiant;VERDADEIRO;22;18;11;5;6;0;2;1;493
7554697;8397916998;01/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Nigma Galaxy;Tundra Esports;Radiant;VERDADEIRO;46;34;11;9;6;5;2;1;649
7554697;8398117370;01/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Tundra Esports;Nigma Galaxy;Dire;FALSO;21;11;9;0;6;0;1;0;240
7554697;8398038407;01/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Tundra Esports;Nigma Galaxy;Dire;FALSO;31;12;8;3;4;0;2;0;377
8261500;8399002603;02/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Xtreme Gaming;Nigma Galaxy;Radiant;VERDADEIRO;29;17;11;8;6;3;2;2;591
9640842;8399312388;02/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Team Tidebound;Tundra Esports;Radiant;FALSO;9;34;1;6;0;0;0;1;301
8291895;8399234434;02/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Team Tidebound;Tundra Esports;Dire;VERDADEIRO;21;33;6;7;0;2;2;1;511
8261500;8400594503;03/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Xtreme Gaming;Team Tidebound;Radiant;FALSO;13;34;3;11;0;6;0;2;325
8261500;8400528634;03/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Team Tidebound;Xtreme Gaming;Dire;FALSO;25;12;9;3;2;0;1;1;421
9640842;8401081219;03/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Team Tidebound;Tundra Esports;Radiant;VERDADEIRO;38;27;8;5;0;0;2;0;444
9640842;8400978881;03/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Team Tidebound;Tundra Esports;Radiant;FALSO;34;34;3;9;0;6;1;1;463
9640842;8400889142;03/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Team Tidebound;Tundra Esports;Radiant;VERDADEIRO;25;16;8;3;1;0;2;0;364
9640842;8400804784;03/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Team Tidebound;Tundra Esports;Radiant;VERDADEIRO;39;26;8;5;3;0;3;0;452
9640842;8400702503;03/08/2025;Clavision DOTA2 Masters 2025: Snow-Ruyi;professional;Team Tidebound;Tundra Esports;Radiant;FALSO;17;41;0;7;0;1;0;2;346
8599101;8423971553;19/08/2025;FISSURE Universe Episode 6;professional;Gaimin Gladiators;BB Team;Radiant;FALSO;22;41;3;8;0;2;1;2;483
8599101;8424090512;19/08/2025;FISSURE Universe Episode 6;professional;BB Team;Gaimin Gladiators;Dire;FALSO;25;2;6;0;2;0;0;0;211
9467224;8424273639;19/08/2025;FISSURE Universe Episode 6;professional;Aurora Gaming;Team Tidebound;Radiant;VERDADEIRO;32;11;8;3;4;0;1;1;340
9467224;8424166675;19/08/2025;FISSURE Universe Episode 6;professional;Team Tidebound;Aurora Gaming;Dire;VERDADEIRO;20;36;6;11;0;6;0;3;541
2163;8423852677;19/08/2025;FISSURE Universe Episode 6;professional;Team Liquid;PVISION;Radiant;VERDADEIRO;44;25;7;2;4;0;1;1;370
2163;8423726447;19/08/2025;FISSURE Universe Episode 6;professional;Team Liquid;PVISION;Radiant;FALSO;25;40;5;11;0;6;0;3;535
9247354;8423633777;19/08/2025;FISSURE Universe Episode 6;professional;Team Falcons;Team Spirit;Radiant;FALSO;25;31;6;7;0;4;1;1;473
9247354;8423577232;19/08/2025;FISSURE Universe Episode 6;professional;Team Spirit;Team Falcons;Dire;FALSO;36;9;4;3;0;0;1;0;281
8599101;8424834343;20/08/2025;FISSURE Universe Episode 6;professional;Gaimin Gladiators;Team Spirit;Radiant;FALSO;33;36;7;11;0;6;1;2;521
8599101;8424907831;20/08/2025;FISSURE Universe Episode 6;professional;Team Spirit;Gaimin Gladiators;Dire;FALSO;32;32;5;6;2;0;2;1;502
9467224;8425508351;20/08/2025;FISSURE Universe Episode 6;professional;Team Liquid;Aurora Gaming;Dire;FALSO;47;24;10;2;4;0;2;0;460
9467224;8425420527;20/08/2025;FISSURE Universe Episode 6;professional;Team Liquid;Aurora Gaming;Dire;FALSO;31;18;9;4;2;0;0;2;349
9467224;8425073790;20/08/2025;FISSURE Universe Episode 6;professional;PVISION;Aurora Gaming;Dire;FALSO;23;9;6;1;2;0;1;0;237
9467224;8424982505;20/08/2025;FISSURE Universe Episode 6;professional;PVISION;Aurora Gaming;Dire;VERDADEIRO;33;36;6;8;0;0;3;0;447
9247354;8424955240;20/08/2025;FISSURE Universe Episode 6;professional;Team Falcons;BB Team;Radiant;VERDADEIRO;32;9;6;2;0;0;1;0;312
9247354;8425019796;20/08/2025;FISSURE Universe Episode 6;professional;BB Team;Team Falcons;Dire;VERDADEIRO;8;31;2;8;0;4;0;1;317
8599101;8426635790;21/08/2025;FISSURE Universe Episode 6;professional;Gaimin Gladiators;Team Falcons;Radiant;FALSO;1;17;0;2;0;0;0;0;131
8599101;8426527787;21/08/2025;FISSURE Universe Episode 6;professional;Team Falcons;Gaimin Gladiators;Dire;FALSO;43;16;6;0;0;0;2;0;387
2163;8426211741;21/08/2025;FISSURE Universe Episode 6;professional;Team Liquid;Team Tidebound;Radiant;VERDADEIRO;32;27;10;3;4;0;2;0;445
2163;8426280786;21/08/2025;FISSURE Universe Episode 6;professional;Team Tidebound;Team Liquid;Dire;VERDADEIRO;13;26;3;7;0;2;1;1;380
7119388;8426848835;21/08/2025;FISSURE Universe Episode 6;professional;Team Spirit;BB Team;Radiant;VERDADEIRO;36;18;10;1;4;0;2;0;418
7119388;8426720694;21/08/2025;FISSURE Universe Episode 6;professional;Team Spirit;BB Team;Radiant;VERDADEIRO;36;22;7;5;2;0;2;1;526
9640842;8427830780;22/08/2025;FISSURE Universe Episode 6;professional;Team Tidebound;PVISION;Radiant;FALSO;19;28;3;11;0;6;1;3;578
9640842;8427738970;22/08/2025;FISSURE Universe Episode 6;professional;PVISION;Team Tidebound;Dire;VERDADEIRO;18;29;3;8;0;1;0;3;487
9467224;8429255374;23/08/2025;FISSURE Universe Episode 6;professional;Aurora Gaming;Team Falcons;Radiant;FALSO;8;34;2;11;0;6;0;2;375
9467224;8429192902;23/08/2025;FISSURE Universe Episode 6;professional;Aurora Gaming;Team Falcons;Radiant;VERDADEIRO;35;8;7;3;4;0;1;0;317
9467224;8429118004;23/08/2025;FISSURE Universe Episode 6;professional;Team Falcons;Aurora Gaming;Dire;FALSO;31;15;9;3;5;0;1;0;289
2163;8429836989;23/08/2025;FISSURE Universe Episode 6;professional;Team Liquid;Team Spirit;Radiant;FALSO;16;39;3;8;0;1;0;2;382
2163;8429736098;23/08/2025;FISSURE Universe Episode 6;professional;Team Liquid;Team Spirit;Radiant;VERDADEIRO;30;14;8;2;4;0;2;0;297
2163;8429604795;23/08/2025;FISSURE Universe Episode 6;professional;Team Spirit;Team Liquid;Dire;FALSO;24;27;7;5;2;0;1;1;419
9247354;8429943971;23/08/2025;FISSURE Universe Episode 6;professional;Team Falcons;PVISION;Radiant;FALSO;16;27;2;7;0;4;0;2;415
9247354;8430177236;23/08/2025;FISSURE Universe Episode 6;professional;PVISION;Team Falcons;Dire;VERDADEIRO;28;37;5;10;0;4;0;2;557
9247354;8430058794;23/08/2025;FISSURE Universe Episode 6;professional;PVISION;Team Falcons;Dire;VERDADEIRO;24;24;6;11;1;6;0;5;637
8255888;8429456455;23/08/2025;FISSURE Universe Episode 6;professional;PVISION;BB Team;Dire;FALSO;33;20;9;3;2;0;2;0;390
8255888;8429356510;23/08/2025;FISSURE Universe Episode 6;professional;PVISION;BB Team;Dire;FALSO;29;24;11;6;6;0;2;1;525
2163;8431087766;24/08/2025;FISSURE Universe Episode 6;professional;Team Liquid;Team Falcons;Radiant;FALSO;31;32;5;8;0;0;1;2;472
2163;8430967684;24/08/2025;FISSURE Universe Episode 6;professional;Team Falcons;Team Liquid;Dire;FALSO;36;30;10;3;4;0;2;1;526
9247354;8431600692;24/08/2025;FISSURE Universe Episode 6;professional;Team Falcons;Team Spirit;Radiant;VERDADEIRO;35;12;9;6;4;0;2;0;364
9247354;8431361398;24/08/2025;FISSURE Universe Episode 6;professional;Team Falcons;Team Spirit;Radiant;VERDADEIRO;27;23;7;5;4;0;3;1;495
9247354;8431501257;24/08/2025;FISSURE Universe Episode 6;professional;Team Spirit;Team Falcons;Dire;VERDADEIRO;12;33;2;11;0;6;0;1;363
